city,date,max_temp,min_temp,avg_temp,humidity,precipitation,year
Bangalore,2022-04-22,38.0,9.3,23.7,75.0,20.6,2022
Chennai,2022-04-22,44.6,5.2,24.9,47.5,16.7,2022
Kolkata,2022-04-22,41.9,21.1,31.5,80.5,45.0,2022
Hyderabad,2022-04-22,43.4,12.0,27.7,97.5,15.4,2022
Pune,2022-04-22,36.8,10.5,23.7,76.5,8.0,2022
Ahmedabad,2022-04-22,31.6,11.4,21.5,91.9,14.4,2022
Delhi,2022-04-23,44.2,13.8,29.0,85.5,19.2,2022
Mumbai,2022-04-23,27.4,6.2,16.8,81.9,38.5,2022
Bangalore,2022-04-23,33.8,12.3,23.1,77.2,20.8,2022
Chennai,2022-04-23,26.3,8.5,17.4,61.0,6.9,2022
Kolkata,2022-04-23,28.0,23.4,25.7,62.7,10.6,2022
Hyderabad,2022-04-23,36.4,16.7,26.6,72.9,3.6,2022
Pune,2022-04-23,43.2,21.6,32.4,85.0,39.4,2022
Ahmedabad,2022-04-23,28.1,10.1,19.1,44.0,27.6,2022
Delhi,2022-04-24,45.0,5.7,25.3,41.7,4.9,2022
Mumbai,2022-04-24,41.3,8.2,24.8,43.3,15.6,2022
Bangalore,2022-04-24,29.3,19.1,24.2,96.6,22.0,2022
Chennai,2022-04-24,42.8,17.9,30.4,56.8,37.5,2022
Kolkata,2022-04-24,35.7,10.7,23.2,79.4,39.7,2022
Hyderabad,2022-04-24,36.2,15.3,25.7,56.1,23.7,2022
Pune,2022-04-24,29.0,24.1,26.6,77.2,43.4,2022
Ahmedabad,2022-04-24,33.3,21.9,27.6,51.0,46.3,2022
Delhi,2022-04-25,33.5,23.8,28.7,90.0,27.8,2022
Mumbai,2022-04-25,33.2,7.9,20.5,95.0,32.3,2022
Bangalore,2022-04-25,32.7,10.6,21.7,43.2,4.7,2022
Chennai,2022-04-25,40.9,22.2,31.6,61.5,14.4,2022
Kolkata,2022-04-25,39.5,17.3,28.4,86.7,37.4,2022
Hyderabad,2022-04-25,32.2,17.6,24.9,83.4,27.5,2022
Pune,2022-04-25,43.2,16.6,29.9,98.4,19.1,2022
Ahmedabad,2022-04-25,26.4,17.7,22.0,67.8,47.8,2022
Delhi,2022-04-26,35.6,9.4,22.5,76.7,37.7,2022
Mumbai,2022-04-26,26.7,8.5,17.6,97.0,50.0,2022
Bangalore,2022-04-26,29.5,6.2,17.8,77.9,12.0,2022
Chennai,2022-04-26,33.8,19.6,26.7,88.2,25.8,2022
Kolkata,2022-04-26,26.1,14.3,20.2,57.0,13.4,2022
Hyderabad,2022-04-26,39.7,16.0,27.8,66.1,21.7,2022
Pune,2022-04-26,35.7,5.7,20.7,56.5,5.9,2022
Ahmedabad,2022-04-26,42.5,20.9,31.7,83.5,49.8,2022
Delhi,2022-04-27,37.9,19.9,28.9,50.8,42.6,2022
Mumbai,2022-04-27,31.0,17.9,24.5,54.8,29.9,2022
Bangalore,2022-04-27,28.5,10.4,19.4,78.4,49.9,2022
Chennai,2022-04-27,36.4,5.4,20.9,61.7,41.5,2022
Kolkata,2022-04-27,36.3,17.0,26.7,66.0,34.8,2022
Hyderabad,2022-04-27,41.2,7.2,24.2,95.3,20.6,2022
Pune,2022-04-27,41.6,8.5,25.0,40.3,29.1,2022
Ahmedabad,2022-04-27,26.1,16.6,21.4,70.3,21.5,2022
Delhi,2022-04-28,27.8,9.2,18.5,58.3,19.4,2022
Mumbai,2022-04-28,39.0,14.4,26.7,75.3,39.4,2022
Bangalore,2022-04-28,35.6,20.9,28.2,95.2,6.4,2022
Chennai,2022-04-28,37.3,5.5,21.4,96.9,17.7,2022
Kolkata,2022-04-28,30.5,18.3,24.4,48.2,48.7,2022
Hyderabad,2022-04-28,29.7,6.2,17.9,76.8,40.0,2022
Pune,2022-04-28,30.7,13.4,22.0,89.0,31.2,2022
Ahmedabad,2022-04-28,30.6,13.7,22.2,65.5,41.5,2022
Delhi,2022-04-29,25.5,7.9,16.7,79.3,21.5,2022
Mumbai,2022-04-29,26.7,8.3,17.5,88.9,23.9,2022
Bangalore,2022-04-29,25.6,23.6,24.6,74.9,16.0,2022
Chennai,2022-04-29,39.8,10.4,25.1,74.4,2.6,2022
Kolkata,2022-04-29,44.2,24.5,34.3,46.3,47.0,2022
Hyderabad,2022-04-29,34.8,24.1,29.4,94.6,22.0,2022
Pune,2022-04-29,34.6,16.3,25.5,41.5,45.8,2022
Ahmedabad,2022-04-29,25.3,21.8,23.5,98.3,40.2,2022
Delhi,2022-04-30,43.4,13.8,28.6,63.3,39.5,2022
Mumbai,2022-04-30,36.5,20.7,28.6,52.6,41.8,2022
Bangalore,2022-04-30,33.8,13.6,23.7,71.7,25.6,2022
Chennai,2022-04-30,32.3,23.4,27.8,72.5,31.4,2022
Kolkata,2022-04-30,25.4,10.8,18.1,95.6,26.4,2022
Hyderabad,2022-04-30,37.0,21.9,29.4,78.0,37.8,2022
Pune,2022-04-30,35.1,20.1,27.6,65.6,16.0,2022
Ahmedabad,2022-04-30,43.2,7.3,25.3,45.3,12.9,2022
Delhi,2022-05-01,44.6,15.5,30.1,62.2,41.7,2022
Mumbai,2022-05-01,29.3,20.7,25.0,56.2,41.0,2022
Bangalore,2022-05-01,30.1,6.8,18.5,56.2,20.5,2022
Chennai,2022-05-01,41.2,6.3,23.7,59.5,49.7,2022
Kolkata,2022-05-01,37.2,19.2,28.2,87.6,35.6,2022
Hyderabad,2022-05-01,35.5,6.8,21.2,87.1,35.2,2022
Pune,2022-05-01,43.2,19.9,31.5,52.0,29.4,2022
Ahmedabad,2022-05-01,35.7,19.7,27.7,68.8,5.2,2022
Delhi,2022-05-02,44.0,13.9,29.0,79.3,6.2,2022
Mumbai,2022-05-02,34.5,19.8,27.2,91.6,25.0,2022
Bangalore,2022-05-02,43.2,19.6,31.4,98.7,44.2,2022
Chennai,2022-05-02,27.5,17.4,22.4,74.4,0.8,2022
Kolkata,2022-05-02,32.0,14.9,23.4,82.6,49.2,2022
Hyderabad,2022-05-02,38.6,9.4,24.0,78.2,33.9,2022
Pune,2022-05-02,31.1,11.8,21.5,42.6,40.7,2022
Ahmedabad,2022-05-02,26.8,20.6,23.7,77.2,16.3,2022
Delhi,2022-05-03,33.5,18.7,26.1,47.2,5.9,2022
Mumbai,2022-05-03,30.0,22.0,26.0,63.2,4.5,2022
Bangalore,2022-05-03,26.3,5.6,16.0,63.7,30.6,2022
Chennai,2022-05-03,40.7,23.4,32.0,74.1,35.7,2022
Kolkata,2022-05-03,37.8,16.4,27.1,85.2,46.0,2022
Hyderabad,2022-05-03,31.7,20.2,26.0,53.8,39.8,2022
Pune,2022-05-03,36.5,20.8,28.6,60.4,24.3,2022
Ahmedabad,2022-05-03,34.9,12.4,23.7,50.9,11.4,2022
Delhi,2022-05-04,27.9,23.9,25.9,68.3,36.4,2022
Mumbai,2022-05-04,31.0,8.5,19.7,68.9,35.0,2022
Bangalore,2022-05-04,28.3,12.4,20.3,49.5,5.7,2022
Chennai,2022-05-04,34.5,8.1,21.3,70.6,44.9,2022
Kolkata,2022-05-04,38.9,5.9,22.4,56.6,31.0,2022
Hyderabad,2022-05-04,32.8,16.9,24.8,72.1,4.6,2022
Pune,2022-05-04,39.6,22.3,31.0,90.9,38.5,2022
Ahmedabad,2022-05-04,41.9,12.6,27.2,62.7,30.3,2022
Delhi,2022-05-05,36.1,14.1,25.1,93.7,25.7,2022
Mumbai,2022-05-05,38.0,20.6,29.3,96.0,8.2,2022
Bangalore,2022-05-05,32.1,23.3,27.7,99.7,16.9,2022
Chennai,2022-05-05,27.6,12.2,19.9,55.3,18.8,2022
Kolkata,2022-05-05,25.1,18.9,22.0,66.2,3.9,2022
Hyderabad,2022-05-05,36.7,16.7,26.7,80.2,34.6,2022
Pune,2022-05-05,31.1,19.4,25.3,64.5,48.4,2022
Ahmedabad,2022-05-05,31.9,13.6,22.7,54.0,8.3,2022
Delhi,2022-05-06,38.7,16.9,27.8,47.3,48.3,2022
Mumbai,2022-05-06,36.3,11.2,23.7,94.5,47.4,2022
Bangalore,2022-05-06,31.3,18.5,24.9,99.8,48.9,2022
Chennai,2022-05-06,34.5,11.3,22.9,72.2,2.9,2022
Kolkata,2022-05-06,33.6,21.7,27.7,58.3,13.1,2022
Hyderabad,2022-05-06,44.3,19.3,31.8,63.7,24.0,2022
Pune,2022-05-06,25.5,13.8,19.6,68.4,48.2,2022
Ahmedabad,2022-05-06,38.0,21.5,29.7,90.9,29.9,2022
Delhi,2022-05-07,26.4,18.7,22.5,59.3,36.1,2022
Mumbai,2022-05-07,31.6,24.9,28.2,84.0,26.0,2022
Bangalore,2022-05-07,25.8,17.4,21.6,50.6,15.4,2022
Chennai,2022-05-07,25.1,19.6,22.4,78.4,32.0,2022
Kolkata,2022-05-07,28.5,12.8,20.7,86.9,38.6,2022
Hyderabad,2022-05-07,42.4,22.1,32.3,46.5,1.2,2022
Pune,2022-05-07,39.6,24.5,32.0,43.6,33.1,2022
Ahmedabad,2022-05-07,30.9,24.6,27.7,97.2,39.2,2022
Delhi,2022-05-08,29.3,10.1,19.7,61.4,29.4,2022
Mumbai,2022-05-08,25.8,14.5,20.2,74.3,31.7,2022
Bangalore,2022-05-08,27.1,5.6,16.3,76.2,41.2,2022
Chennai,2022-05-08,31.2,12.7,22.0,40.5,19.5,2022
Kolkata,2022-05-08,28.0,11.1,19.6,97.8,28.0,2022
Hyderabad,2022-05-08,26.2,13.2,19.7,41.8,16.9,2022
Pune,2022-05-08,42.1,9.7,25.9,91.2,3.6,2022
Ahmedabad,2022-05-08,33.8,5.1,19.4,57.0,8.9,2022
Delhi,2022-05-09,29.0,9.9,19.5,41.4,31.3,2022
Mumbai,2022-05-09,43.9,8.5,26.2,87.0,8.2,2022
Bangalore,2022-05-09,32.9,11.3,22.1,53.8,16.4,2022
Chennai,2022-05-09,43.7,8.4,26.0,60.1,19.5,2022
Kolkata,2022-05-09,44.5,13.8,29.2,90.9,5.0,2022
Hyderabad,2022-05-09,39.5,6.2,22.9,69.6,27.6,2022
Pune,2022-05-09,35.0,15.5,25.2,63.8,38.7,2022
Ahmedabad,2022-05-09,31.3,8.9,20.1,72.2,23.1,2022
Delhi,2022-05-10,36.0,19.4,27.7,98.6,49.9,2022
Mumbai,2022-05-10,35.2,14.0,24.6,60.6,15.5,2022
Bangalore,2022-05-10,33.4,24.4,28.9,66.7,33.1,2022
Chennai,2022-05-10,33.9,19.7,26.8,92.9,49.6,2022
Kolkata,2022-05-10,27.6,7.9,17.8,55.2,10.6,2022
Hyderabad,2022-05-10,41.4,23.2,32.3,50.1,6.6,2022
Pune,2022-05-10,33.4,9.6,21.5,50.3,24.5,2022
Ahmedabad,2022-05-10,36.1,17.7,26.9,81.9,22.8,2022
Delhi,2022-05-11,25.8,6.0,15.9,79.0,18.8,2022
Mumbai,2022-05-11,39.9,11.3,25.6,73.2,49.1,2022
Bangalore,2022-05-11,29.0,15.6,22.3,95.2,11.1,2022
Chennai,2022-05-11,37.0,5.4,21.2,96.1,43.1,2022
Kolkata,2022-05-11,35.8,14.2,25.0,64.9,8.9,2022
Hyderabad,2022-05-11,38.4,14.0,26.2,70.0,48.4,2022
Pune,2022-05-11,27.8,6.9,17.4,45.5,43.2,2022
Ahmedabad,2022-05-11,40.4,14.7,27.6,83.3,38.9,2022
Delhi,2022-05-12,29.5,13.4,21.4,89.2,32.4,2022
Mumbai,2022-05-12,32.0,16.0,24.0,55.2,16.7,2022
Bangalore,2022-05-12,40.8,6.9,23.9,64.3,3.1,2022
Chennai,2022-05-12,39.6,22.1,30.8,80.9,22.6,2022
Kolkata,2022-05-12,30.2,6.0,18.1,64.7,0.9,2022
Hyderabad,2022-05-12,31.9,19.2,25.5,87.0,40.1,2022
Pune,2022-05-12,32.3,17.2,24.7,79.3,38.5,2022
Ahmedabad,2022-05-12,29.8,14.3,22.0,52.7,23.5,2022
Delhi,2022-05-13,42.5,11.2,26.9,40.3,6.1,2022
Mumbai,2022-05-13,25.1,20.0,22.6,41.6,40.3,2022
Bangalore,2022-05-13,44.4,20.3,32.3,82.5,29.8,2022
Chennai,2022-05-13,35.5,13.1,24.3,41.0,28.8,2022
Kolkata,2022-05-13,25.9,16.2,21.0,44.6,21.4,2022
Hyderabad,2022-05-13,35.2,24.7,29.9,73.8,19.2,2022
Pune,2022-05-13,27.4,12.9,20.2,49.8,46.2,2022
Ahmedabad,2022-05-13,43.7,6.2,25.0,76.0,39.9,2022
Delhi,2022-05-14,37.4,7.7,22.6,77.3,35.3,2022
Mumbai,2022-05-14,35.8,8.6,22.2,68.6,26.3,2022
Bangalore,2022-05-14,33.8,10.0,21.9,85.4,18.1,2022
Chennai,2022-05-14,42.8,23.6,33.2,53.2,10.6,2022
Kolkata,2022-05-14,44.6,23.9,34.2,73.8,43.1,2022
Hyderabad,2022-05-14,35.9,5.8,20.9,86.3,6.8,2022
Pune,2022-05-14,27.5,22.8,25.2,46.7,22.3,2022
Ahmedabad,2022-05-14,42.4,9.8,26.1,69.8,9.6,2022
Delhi,2022-05-15,26.2,21.6,23.9,60.8,41.0,2022
Mumbai,2022-05-15,26.4,12.1,19.2,50.4,48.6,2022
Bangalore,2022-05-15,37.2,23.7,30.5,59.4,42.6,2022
Chennai,2022-05-15,43.3,7.3,25.3,59.9,42.9,2022
Kolkata,2022-05-15,30.5,19.2,24.9,71.5,5.3,2022
Hyderabad,2022-05-15,33.7,13.6,23.6,85.0,20.2,2022
Pune,2022-05-15,37.5,14.2,25.8,58.6,11.1,2022
Ahmedabad,2022-05-15,26.6,13.9,20.2,52.4,5.7,2022
Delhi,2022-05-16,28.3,23.9,26.1,46.6,20.6,2022
Mumbai,2022-05-16,37.8,7.0,22.4,45.4,42.1,2022
Bangalore,2022-05-16,29.0,5.3,17.1,44.7,4.5,2022
Chennai,2022-05-16,44.6,18.6,31.6,88.2,46.9,2022
Kolkata,2022-05-16,36.7,8.3,22.5,99.7,40.4,2022
Hyderabad,2022-05-16,44.5,19.5,32.0,55.7,4.6,2022
Pune,2022-05-16,42.0,5.7,23.9,63.1,36.4,2022
Ahmedabad,2022-05-16,29.2,19.5,24.3,41.3,41.3,2022
Delhi,2022-05-17,38.7,12.4,25.5,42.4,19.0,2022
Mumbai,2022-05-17,37.2,14.8,26.0,71.6,5.8,2022
Bangalore,2022-05-17,40.5,21.3,30.9,83.6,0.4,2022
Chennai,2022-05-17,39.9,21.1,30.5,95.6,28.3,2022
Kolkata,2022-05-17,40.2,18.9,29.6,82.1,7.2,2022
Hyderabad,2022-05-17,36.5,18.3,27.4,76.3,1.6,2022
Pune,2022-05-17,25.9,18.6,22.3,47.3,15.0,2022
Ahmedabad,2022-05-17,41.6,10.2,25.9,55.3,41.7,2022
Delhi,2022-05-18,27.6,19.7,23.6,86.6,10.1,2022
Mumbai,2022-05-18,42.8,20.5,31.7,49.8,10.3,2022
Bangalore,2022-05-18,34.1,9.0,21.6,58.9,36.1,2022
Chennai,2022-05-18,33.7,8.6,21.1,54.6,16.4,2022
Kolkata,2022-05-18,28.3,5.3,16.8,46.5,49.9,2022
Hyderabad,2022-05-18,38.0,9.8,23.9,76.3,35.5,2022
Pune,2022-05-18,32.2,19.2,25.7,65.5,46.8,2022
Ahmedabad,2022-05-18,42.5,14.4,28.4,46.2,24.4,2022
Delhi,2022-05-19,43.0,19.1,31.0,50.8,3.7,2022
Mumbai,2022-05-19,31.0,11.2,21.1,70.9,18.5,2022
Bangalore,2022-05-19,41.1,18.0,29.6,52.8,11.8,2022
Chennai,2022-05-19,41.8,19.4,30.6,43.9,20.7,2022
Kolkata,2022-05-19,25.6,11.7,18.6,69.9,33.5,2022
Hyderabad,2022-05-19,32.6,12.6,22.6,56.2,23.0,2022
Pune,2022-05-19,28.1,22.2,25.1,75.6,8.4,2022
Ahmedabad,2022-05-19,26.8,18.9,22.9,91.8,7.7,2022
Delhi,2022-05-20,41.2,9.0,25.1,66.6,42.1,2022
Mumbai,2022-05-20,27.4,7.7,17.6,76.2,0.4,2022
Bangalore,2022-05-20,40.2,13.8,27.0,81.8,11.3,2022
Chennai,2022-05-20,37.2,19.1,28.2,45.8,34.4,2022
Kolkata,2022-05-20,26.5,15.4,20.9,52.7,39.0,2022
Hyderabad,2022-05-20,32.1,17.9,25.0,70.1,8.3,2022
Pune,2022-05-20,29.4,14.4,21.9,64.6,16.0,2022
Ahmedabad,2022-05-20,26.3,18.9,22.6,85.1,41.0,2022
Delhi,2022-05-21,29.2,10.7,20.0,92.3,2.1,2022
Mumbai,2022-05-21,30.6,19.7,25.1,51.3,32.9,2022
Bangalore,2022-05-21,29.0,24.2,26.6,65.4,18.7,2022
Chennai,2022-05-21,44.2,5.3,24.7,60.0,38.5,2022
Kolkata,2022-05-21,35.4,5.6,20.5,43.8,40.2,2022
Hyderabad,2022-05-21,36.8,8.8,22.8,73.0,18.3,2022
Pune,2022-05-21,42.6,20.5,31.6,82.3,24.8,2022
Ahmedabad,2022-05-21,33.7,10.6,22.1,71.9,0.1,2022
Delhi,2022-05-22,25.4,8.9,17.2,81.6,24.8,2022
Mumbai,2022-05-22,31.1,16.0,23.6,92.5,2.9,2022
Bangalore,2022-05-22,34.4,20.4,27.4,58.6,14.6,2022
Chennai,2022-05-22,36.5,12.5,24.5,42.8,36.0,2022
Kolkata,2022-05-22,37.2,9.1,23.2,51.6,14.6,2022
Hyderabad,2022-05-22,42.7,5.2,23.9,90.7,47.6,2022
Pune,2022-05-22,40.2,13.3,26.7,50.2,48.6,2022
Ahmedabad,2022-05-22,39.0,13.4,26.2,73.5,1.9,2022
Delhi,2022-05-23,30.5,10.0,20.3,65.3,45.9,2022
Mumbai,2022-05-23,30.5,13.1,21.8,64.9,47.1,2022
Bangalore,2022-05-23,30.3,17.5,23.9,81.0,17.9,2022
Chennai,2022-05-23,38.5,21.5,30.0,80.3,18.1,2022
Kolkata,2022-05-23,38.0,7.1,22.5,95.0,39.0,2022
Hyderabad,2022-05-23,31.6,24.1,27.9,60.6,24.2,2022
Pune,2022-05-23,42.3,10.4,26.3,72.7,3.8,2022
Ahmedabad,2022-05-23,33.1,6.9,20.0,89.5,13.8,2022
Delhi,2022-05-24,36.4,22.6,29.5,57.7,6.8,2022
Mumbai,2022-05-24,35.1,19.8,27.5,77.7,20.4,2022
Bangalore,2022-05-24,32.3,24.1,28.2,52.4,37.9,2022
Chennai,2022-05-24,32.7,11.5,22.1,94.6,5.1,2022
Kolkata,2022-05-24,39.4,16.0,27.7,86.3,14.3,2022
Hyderabad,2022-05-24,27.1,20.4,23.8,93.9,32.5,2022
Pune,2022-05-24,44.2,9.0,26.6,74.5,9.4,2022
Ahmedabad,2022-05-24,30.9,14.4,22.6,76.3,40.1,2022
Delhi,2022-05-25,33.3,8.1,20.7,98.3,43.4,2022
Mumbai,2022-05-25,25.3,17.3,21.3,98.9,2.0,2022
Bangalore,2022-05-25,28.1,16.0,22.1,49.7,38.3,2022
Chennai,2022-05-25,38.1,7.3,22.7,48.6,4.3,2022
Kolkata,2022-05-25,37.1,18.6,27.9,90.1,19.8,2022
Hyderabad,2022-05-25,36.9,8.1,22.5,70.5,23.7,2022
Pune,2022-05-25,36.3,7.4,21.9,43.5,39.6,2022
Ahmedabad,2022-05-25,39.8,22.0,30.9,89.3,19.0,2022
Delhi,2022-05-26,27.5,10.8,19.1,84.0,23.6,2022
Mumbai,2022-05-26,34.4,17.6,26.0,69.6,4.3,2022
Bangalore,2022-05-26,25.0,9.0,17.0,93.8,27.7,2022
Chennai,2022-05-26,39.6,7.2,23.4,85.6,35.7,2022
Kolkata,2022-05-26,36.7,7.7,22.2,97.9,33.2,2022
Hyderabad,2022-05-26,43.0,11.6,27.3,54.5,12.2,2022
Pune,2022-05-26,37.8,19.1,28.5,49.8,24.3,2022
Ahmedabad,2022-05-26,25.6,9.3,17.5,51.8,42.7,2022
Delhi,2022-05-27,40.2,15.7,27.9,64.2,31.6,2022
Mumbai,2022-05-27,36.0,19.6,27.8,77.2,39.9,2022
Bangalore,2022-05-27,40.6,7.0,23.8,84.9,22.9,2022
Chennai,2022-05-27,30.2,23.6,26.9,78.7,28.5,2022
Kolkata,2022-05-27,38.0,18.7,28.4,41.3,48.2,2022
Hyderabad,2022-05-27,26.6,8.9,17.8,78.8,32.9,2022
Pune,2022-05-27,25.9,20.5,23.2,81.6,47.5,2022
Ahmedabad,2022-05-27,34.6,17.0,25.8,80.3,7.2,2022
Delhi,2022-05-28,35.8,5.4,20.6,79.3,36.9,2022
Mumbai,2022-05-28,44.7,5.3,25.0,75.2,12.2,2022
Bangalore,2022-05-28,41.6,23.3,32.4,75.5,37.5,2022
Chennai,2022-05-28,41.5,9.3,25.4,95.3,41.8,2022
Kolkata,2022-05-28,40.0,22.9,31.5,73.1,39.4,2022
Hyderabad,2022-05-28,30.8,11.3,21.0,58.7,7.9,2022
Pune,2022-05-28,38.3,5.6,22.0,64.0,8.7,2022
Ahmedabad,2022-05-28,30.6,5.1,17.9,92.8,27.2,2022
Delhi,2022-05-29,28.5,12.2,20.4,43.4,13.3,2022
Mumbai,2022-05-29,39.6,12.1,25.9,50.4,28.4,2022
Bangalore,2022-05-29,40.1,15.9,28.0,61.1,43.9,2022
Chennai,2022-05-29,25.3,24.0,24.7,79.3,22.4,2022
Kolkata,2022-05-29,40.6,22.3,31.4,55.3,18.5,2022
Hyderabad,2022-05-29,34.9,15.3,25.1,72.2,15.2,2022
Pune,2022-05-29,35.0,24.5,29.7,85.6,18.6,2022
Ahmedabad,2022-05-29,28.8,5.8,17.3,81.6,25.3,2022
Delhi,2022-05-30,37.1,10.5,23.8,99.0,30.7,2022
Mumbai,2022-05-30,37.3,8.6,23.0,56.1,20.3,2022
Bangalore,2022-05-30,26.0,18.7,22.3,93.6,12.7,2022
Chennai,2022-05-30,31.7,22.7,27.2,51.0,22.6,2022
Kolkata,2022-05-30,27.3,12.7,20.0,42.2,39.1,2022
Hyderabad,2022-05-30,25.6,22.2,23.9,42.6,3.2,2022
Pune,2022-05-30,35.3,21.3,28.3,52.6,49.0,2022
Ahmedabad,2022-05-30,44.3,20.6,32.4,82.2,48.1,2022
Delhi,2022-05-31,41.3,19.7,30.5,44.9,19.3,2022
Mumbai,2022-05-31,36.1,10.9,23.5,47.7,14.6,2022
Bangalore,2022-05-31,40.7,8.6,24.6,86.1,43.7,2022
Chennai,2022-05-31,40.2,13.7,26.9,72.1,37.0,2022
Kolkata,2022-05-31,31.2,23.2,27.2,85.8,12.4,2022
Hyderabad,2022-05-31,37.4,19.9,28.7,47.2,7.6,2022
Pune,2022-05-31,44.6,8.1,26.3,51.0,7.5,2022
Ahmedabad,2022-05-31,41.4,23.5,32.5,77.6,31.7,2022
Delhi,2022-06-01,32.7,24.7,28.7,88.8,13.4,2022
Mumbai,2022-06-01,25.4,24.6,25.0,45.0,12.9,2022
Bangalore,2022-06-01,41.5,12.3,26.9,77.1,0.0,2022
Chennai,2022-06-01,29.3,24.4,26.9,40.7,9.9,2022
Kolkata,2022-06-01,25.4,19.0,22.2,53.4,37.1,2022
Hyderabad,2022-06-01,28.3,7.6,17.9,61.7,32.3,2022
Pune,2022-06-01,42.5,24.9,33.7,68.3,26.4,2022
Ahmedabad,2022-06-01,44.7,15.1,29.9,61.1,29.3,2022
Delhi,2022-06-02,44.6,13.7,29.2,98.7,12.6,2022
Mumbai,2022-06-02,38.4,23.7,31.1,44.8,31.3,2022
Bangalore,2022-06-02,30.8,22.5,26.7,44.8,47.0,2022
Chennai,2022-06-02,29.4,8.3,18.9,52.3,37.7,2022
Kolkata,2022-06-02,39.2,24.7,32.0,63.0,14.6,2022
Hyderabad,2022-06-02,28.4,20.5,24.4,95.1,18.3,2022
Pune,2022-06-02,36.8,10.0,23.4,40.9,40.2,2022
Ahmedabad,2022-06-02,33.7,22.2,27.9,52.5,11.3,2022
Delhi,2022-06-03,39.8,7.4,23.6,84.4,42.7,2022
Mumbai,2022-06-03,44.4,16.7,30.5,44.1,38.0,2022
Bangalore,2022-06-03,41.6,14.5,28.0,42.8,32.1,2022
Chennai,2022-06-03,33.1,19.2,26.2,63.6,1.7,2022
Kolkata,2022-06-03,40.4,6.9,23.6,80.8,3.9,2022
Hyderabad,2022-06-03,39.6,5.6,22.6,79.0,19.6,2022
Pune,2022-06-03,31.8,11.8,21.8,72.7,18.3,2022
Ahmedabad,2022-06-03,35.3,16.6,25.9,65.8,6.9,2022
Delhi,2022-06-04,36.1,16.9,26.5,65.9,9.4,2022
Mumbai,2022-06-04,28.8,15.5,22.1,55.4,46.6,2022
Bangalore,2022-06-04,27.1,15.3,21.2,68.3,48.1,2022
Chennai,2022-06-04,27.2,19.0,23.1,80.7,34.3,2022
Kolkata,2022-06-04,33.6,19.9,26.8,45.9,49.8,2022
Hyderabad,2022-06-04,36.7,20.3,28.5,50.8,30.3,2022
Pune,2022-06-04,33.1,23.3,28.2,52.6,13.4,2022
Ahmedabad,2022-06-04,37.6,5.8,21.7,57.6,35.2,2022
Delhi,2022-06-05,42.1,12.6,27.3,79.1,34.1,2022
Mumbai,2022-06-05,35.3,10.9,23.1,43.5,47.8,2022
Bangalore,2022-06-05,37.7,10.8,24.3,46.2,17.3,2022
Chennai,2022-06-05,26.4,17.7,22.1,60.9,23.9,2022
Kolkata,2022-06-05,30.2,9.6,19.9,68.1,11.4,2022
Hyderabad,2022-06-05,34.0,10.4,22.2,48.5,47.5,2022
Pune,2022-06-05,37.4,10.5,24.0,84.1,27.2,2022
Ahmedabad,2022-06-05,30.6,12.8,21.7,81.5,31.5,2022
Delhi,2022-06-06,38.1,7.0,22.6,70.5,47.4,2022
Mumbai,2022-06-06,44.1,20.4,32.3,57.4,31.8,2022
Bangalore,2022-06-06,28.6,24.8,26.7,91.4,49.1,2022
Chennai,2022-06-06,29.8,8.6,19.2,94.6,21.7,2022
Kolkata,2022-06-06,32.0,10.3,21.2,80.5,49.4,2022
Hyderabad,2022-06-06,40.6,21.1,30.8,72.8,25.6,2022
Pune,2022-06-06,37.7,22.8,30.3,83.2,1.3,2022
Ahmedabad,2022-06-06,40.2,22.7,31.4,65.6,43.1,2022
Delhi,2022-06-07,37.0,23.2,30.1,62.3,1.8,2022
Mumbai,2022-06-07,36.6,23.0,29.8,94.8,28.8,2022
Bangalore,2022-06-07,38.6,20.0,29.3,97.9,11.0,2022
Chennai,2022-06-07,38.8,11.5,25.2,74.5,31.5,2022
Kolkata,2022-06-07,38.0,5.9,22.0,41.1,1.8,2022
Hyderabad,2022-06-07,35.3,6.7,21.0,98.7,30.0,2022
Pune,2022-06-07,41.7,9.9,25.8,87.9,25.3,2022
Ahmedabad,2022-06-07,40.3,5.1,22.7,90.4,23.9,2022
Delhi,2022-06-08,27.0,11.9,19.4,61.6,4.2,2022
Mumbai,2022-06-08,29.7,13.6,21.6,40.1,49.0,2022
Bangalore,2022-06-08,32.5,8.0,20.2,59.4,35.5,2022
Chennai,2022-06-08,41.0,20.8,30.9,68.7,5.1,2022
Kolkata,2022-06-08,28.3,22.1,25.2,62.2,33.1,2022
Hyderabad,2022-06-08,44.4,6.5,25.5,70.2,16.5,2022
Pune,2022-06-08,40.3,12.2,26.2,86.4,36.0,2022
Ahmedabad,2022-06-08,38.3,17.5,27.9,64.9,5.5,2022
Delhi,2022-06-09,44.8,11.6,28.2,44.5,3.4,2022
Mumbai,2022-06-09,40.5,16.8,28.6,49.9,19.0,2022
Bangalore,2022-06-09,28.7,7.8,18.2,51.4,42.9,2022
Chennai,2022-06-09,31.4,21.3,26.4,61.9,0.1,2022
Kolkata,2022-06-09,40.1,20.1,30.1,74.1,32.1,2022
Hyderabad,2022-06-09,32.0,18.7,25.3,49.4,34.7,2022
Pune,2022-06-09,34.3,6.1,20.2,73.1,12.7,2022
